,Unnamed: 0,Hotel Name,Tipe Properti,City,Address,Hotel Rating,Min,Max,Lattitute,Longitude
0,2,D Carol Hotel Surabaya,Hotel,Bubutan Surabaya,Jl. Gundih No. 8. Gundih. Kec. Bubutan. Kota Surabaya. Jawa Timur. Indonesia,4.2,195000,224250,-7.247228,112.72946
1,3,Choice City Hotel,Hotel,Bubutan Surabaya,Bubutan. Surabaya City. East Java 60174. Indonesia,4.4,269997,374996,-7.25599,112.733686
2,4,G Suites Hotel By AMITHYA,Hotel,Gubeng Surabaya,Jl. Raya Gubeng No.43. Gubeng. Kec. Gubeng. Kota SBY. Jawa Timur,4.0,343000,2254000,-7.273623,112.747475
3,5,Royal Regantris Cendana formerly Royal Singosari Cendana,Hotel,Tegalsari Surabaya,Jl. Kombes Pol. Moh. Duryat No.6. Tegalsari. Kec. Tegalsari. Kota SBY. Jawa Timur,4.3,389996,1199988,-7.268379,112.739621
4,6,Livinn Taman Melati Surabaya,Hotel,Mulyorejo Surabaya,Jl. Mulyorejo Utara No.201. RT.006/RW.001. Mulyorejo. Kec. Mulyorejo. Mulyorejo. Surabaya. Jawa Timur. Indonesia. 60115,4.1,224999,249999,-7.261569,112.78547
5,7,Hotel Great Diponegoro Surabaya,Hotel,Wonokromo Surabaya,Jalan Diponegoro No.215. Surabaya. Jawa Timur 60241,4.3,324997,619994,-7.279568,112.730086
6,8,Arimbi Stay,Hotel,Gayungan Surabaya,Jl. Cipta Menanggal Utara 66 Surabaya,4.2,299997,524995,-7.341528,112.721507
7,9,Cleo Hotel Basuki Rahmat Surabaya,Hotel,Genteng Surabaya,Jl. Jenderal Basuki Rachmat No.11. Embong Kaliasin. Kec. Genteng. Kota SBY. Jawa Timur,4.0,315000,315000,-7.263531,112.741318
8,10,ASTON Inn Jemursari,Hotel,Wonocolo Surabaya,Jl. Sidosermo II No. 70. Surabaya,4.5,381429,750000,-7.311514,112.749716
9,11,Varna Culture Hotel Tunjungan Surabaya,Hotel,Genteng Surabaya,Jalan Tunjungan No.51,4.2,285032,1888000,-7.259055,112.739016
10,12,Djuragan Kamar Gunung Anyar,Hotel,Gunung Anyar Surabaya,Jl. Gunung Anyar Lor II No.80. Gn. Anyar. Kec. Gn. Anyar. Kota SBY. Jawa Timur 60294,4.3,200000,200001,-7.33453,112.783668
11,13,Bekizaar Hotel Surabaya,Hotel,Genteng Surabaya,Jl. Basuki Rahmat No.15. Embong Kaliasin. Kec. Genteng. Kota SBY. Jawa Timur,4.1,261277,439040,-7.2636262,112.7412572
12,14,Halogen Hotel Airport Surabaya,Hotel,Juanda Surabaya,Raya By Pass Juanda Street No. 18 Sidoarjo 61253.surabaya,4.2,339999,469999,-7.371729,112.760575
13,15,Quds Royal Hotel Surabaya,Hotel,Semampir Surabaya,Jl. Sultan Iskandar Muda No.85. Ampel. Kec. Semampir. Kota SBY. Jawa Timur 60151. Indonesia,4.1,397946,585194,-7.225502,112.741244
14,16,Life Hotel Stasiun Kota Surabaya,Hotel,Genteng Surabaya,Jl. Pecindilan No.66. Kapasari. Kec. Genteng. Kota SBY. Jawa Timur 60161. Indonesia,3.8,120152,339997,-7.244324,112.747742
15,17,Best Hotel Surabaya,Hotel,Tegalsari Surabaya,Jl. Kedungsari No.29. Wonorejo. Kec. Tegalsari. Kota SBY. Jawa Timur 60263. Indonesia,4.1,245000,285000,-7.26845,112.734914
16,18,Bisanta Bidakara Surabaya,Hotel,Tegalsari Surabaya,Jl. Tegalsari No.77-85. Tegalsari. Kec. Tegalsari. Kota SBY. Jawa Timur,4.0,309997,549994,-7.267219,112.736801
17,19,Kampi Hotel Tunjungan - Surabaya,Hotel,Genteng Surabaya,Jl. Taman Apsari No.3-5. Embong Kaliasin. Genteng. Kota SBY. Jawa Timur 60271,4.5,506998,1249998,-7.264382,112.743185
18,20,Hersya Front One Inn Surabaya,Hotel,Gayungan Surabaya,Jl. Ketintang Baru III No.58. Ketintang. Kec. Gayungan. Kota SBY. Jawa Timur,4.0,324968,509995,-7.317783,112.729921
19,21,The Win Hotel Surabaya,Hotel,Genteng Surabaya,Jl. Embong Tj. No.46-48. Embong Kaliasin. Kec. Genteng. Kota SBY. Jawa Timur 60271,3.7,281774,375100,-7.267701,112.747622
20,22,Tab Hotel Darmo Permai Surabaya,Hotel,Dukuh Pakis Surabaya,Jl. Raya Darmo Permai Selatan No.712 - 713. Pradahkalikendal. Kec. Dukuhpakis. Kota SBY. Jawa Timur,3.8,235697,450000,-7.2792799,112.6833863
21,23,Hotel Oval Surabaya,Hotel,Wonokromo Surabaya,Jl. Diponegoro No.23. Darmo. Kec. Wonokromo. Kota SBY. Jawa Timur,3.9,225000,455182,-7.293936,112.737212
22,24,RedDoorz Plus near Stasiun TVRI Surabaya 2,Hotel,Sawahan Surabaya,Jl. Dukuh Kupang No.139. RT.008/RW.09. Pakis. Kec. Sawahan. Kota SBY. Jawa Timur 60256,4.5,172069,209475,-7.286934,112.714765
23,25,Ibis Surabaya City Center,Hotel,Genteng Surabaya,Jl. Basuki Rahmat No.96. Embong Kaliasin. Kec. Genteng. Kota SBY. Jawa Timur 60271. Indonesia,4.3,369001,460900,-7.269669,112.741228
24,26,Life Taman Melati Surabaya,Hotel,Mulyorejo Surabaya,Jln Mulyorejo Utara No.201. Mulyorejo Surabaya,3.8,262640,328300,-7.261415,112.785399
25,27,Prime Royal Hotel Surabaya,Hotel,Sawahan Surabaya,004. Jl. Kranggan No.105. RW.08. Sawahan. Kec. Sawahan. Kota SBY. Jawa Timur 60251. Indonesia,3.7,249997,999989,-7.256421,112.729877
26,28,BATIQA Hotel Darmo Surabaya,Hotel,Wonokromo Surabaya,Jalan Darmokali No.60. Darmo. Wonokromo. Kota SBY. Jawa Timur 60241,4.3,301747,409496,-7.294299,112.740616
27,29,Hotel Utami Surabaya,Hotel,Juanda Surabaya,Jl. Raya Juanda Selatan No.36 Semambung Sidoarjo Jawa Timur. East Java 61253. Indonesia,3.8,325000,750000,-7.382276,112.744968
28,30,Sans Hotel Rajawali Surabaya,Hotel,Krembangan Surabaya,Jl. Rajawali No.72. Krembangan Sel.. Kec. Krembangan. Kota SBY. Jawa Timur 60175. Indonesia,4.5,239400,353249,-7.23425,112.731738
29,31,Hotel Tilamas Juanda Surabaya,Hotel,Juanda Surabaya,Jl. Raya Bandara Juanda No.88. Walan. Sedati Agung. Kec. Sedati. Kabupaten Sidoarjo. Jawa Timur 61253. Indonesia,3.6,374999,449999,-7.380092,112.753051
30,32,Bam-Bam House Syariah,Hotel,Lowokwaru Malang,Jl. Kadaka No. 3. Jatimulyo. Lowokwaru. Malang,4.5,250000,250000,-7.94526,112.619946
31,33,Whiz Prime Hotel Basuki Rahmat Malang,Hotel,Klojen Malang,Jl. Jenderal Basuki Rahmat No.85-87. Klojen. Kec. Klojen. Kota Malang. Jawa Timur 65119,4.2,452990,595580,-7.9761065,112.6291416
32,34,OYO 1289 Cbr Residence,Hotel,Blimbing Malang,17. Jl. Candi Bajang Ratu No. 17. Purwantoro. Kec. Blimbing. Malang,4.3,150501,179580,-7.944676,112.639256
33,35,RedDoorz near Alun Alun Batu 2,Hotel,Batu Malang,Jl. Sudiro No.10. Sisir. Kec. Batu. Kota Batu. Jawa Timur 65314. Indonesia,4.6,239580,239580,-7.873385,112.526402
34,36,MaxOne Ascent Hotel Malang,Hotel,Klojen Malang,Jl. Jaksa Agung Suprapto No.75 A. Rampal Celaket. Kec. Klojen. Kota Malang. Jawa Timur,4.1,472875,669300,-7.9658766,112.6338801
35,37,Bayleaf Guest House Syariah,Guest House,Batu Malang,Jl. Argopuro No. 2. Sisir. Batu. Kota Batu,4.6,328999,328999,-7.876602,112.533389
36,38,My Dormy Hostel UMM,Hostel,Dau Malang,Jl. Raya Tlogomas No.246. Babatan. Tegalgondo. Kec. Lowokwaru. Kota Malang. Jawa Timur 65144,4.5,279360,357930,-7.923388,112.601588
37,39,RedDoorz Syariah @ Mitra Guest House,Hotel,Batu Malang,Jl. Ir Sukarno No. 369. Mojorejo. Kec. Junrejo. Kota Batu. Jawa Timur. Indonesia,4.5,311220,311220,-7.90099,112.558841
38,40,Pohon Inn,Hotel,Batu Malang,Oro-Oro Ombo Street no 9 Batu City. East Java,4.3,554999,554999,-7.888745,112.529357
39,41,Grand Kadaka Syariah,Hotel,Lowokwaru Malang,Jl. Kadaka No.5. Jatimulyo. Kec. Lowokwaru. Kota Malang. Jawa Timur 65141. Indonesia,4.3,110000,250000,-7.945536,112.619747
40,42,Grand Dream Cita Mandiri Syariah,Hotel,Batu Malang,JL. TRUNOJOYO NO.7C RT.02/RW.09. KECAMATAN JUNREJO. DESA JUNREJO - KOTA BATU,4.5,299999,349999,-7.901452,112.558573
41,43,Gangnam Hotel near Mall Olympic Garden Malang,Hotel,Klojen Malang,Jl. Galunggung No.06. Gading Kasri. Kec. Klojen. Kota Malang. Jawa Timur 65146. Indonesia,4.4,123221,278250,-7.972141,112.613487
42,44,Hotel Syariah 99,Hotel,Klojen Malang,Jl. Mayjend Panjaitan No.191. Penanggungan. Kec. Klojen. Kota Malang. Jawa Timur 65113,4.3,219999,449999,-7.95303,112.619064
43,45,Front One Budget Malang By Azana,Hotel,Lowokwaru Malang,Jalan Puncak Borobudur Center Point B22 Mojolangu. Lowok Waru. Malang 65142,4.2,197950,400001,-7.936591,112.625734
44,46,Sans Hotel Queen Batu,Hotel,Batu Malang,Jalan Gandarsari RT 05/RW03 Gondang. Tulungrejo. Kec. Bumiaji. Kota Batu. Jawa Timur 65336. Indonesia,4.3,174461,272659,-7.819127,112.527396
45,47,SO Boutique Hostel,Hostel,Klojen Malang,Jl. Majapahit No.1G. Kiduldalem. Kec. Klojen. Kota Malang. Jawa Timur 65119. Indonesia,4.2,70000,700000,-7.978719,112.633466
46,48,OYO 90396 The Halona Villa Batu,Hotel,Batu Malang,10. Jl. Raya Pandanrejo No.10. Bumiaji. Kec. Bumiaji. Batu,4.3,119445,192357,-7.863803,112.535041
47,49,OYO 3298 Bromo Guest House Family,Hotel,Kepanjen Malang,Jl. Bromo. Kepanjen. Kec. Kepanjen. Malang. Jawa Timur 65163,4.0,90438,201914,-8.124852,112.565688
48,50,LG Homestay,Guest House,Kepanjen Malang, Jalan Adimulyo 126,5.0,174999,275001,-8.126729965209961,112.57434844970705
49,51,Ancala Inn,Guest House,Bromo Probolinggo,Jl. Desa Tosari No. 73 Tosari. Pasuruan. 67177,4.1,450000,990000,-7.887052,112.902174
50,52,Cemara Indah Hotel,Hotel,Bromo Probolinggo,Penanjakan Street. Cemara Lawang Village. Ngadisari,3.6,509521,1249901,-7.921536,112.963614
51,53,OYO 1087 Homestay Potato House,Hotel,Bromo Probolinggo,Jl. Raya Bromo. Krajan I. Ngadas. Sukapura. Probolinggo. Jawa Timur 67254. Indonesia. Probolinggo,3.9,92777,145445,-7.920258,112.995372
52,54,Istana Petani Homestay Bromo,Guest House,Bromo Probolinggo,Jl. Raya Bromo Km.31 Ds. Sikerep Kec Sukapur Bromo Probolinggo,4.2,378000,426000,-7.905652,113.040417
53,55,Defada Village Bromo at Desa Wisata Bromo,Guest House,Bromo Probolinggo,Jl. Kesehatan No.2. RT.04 RW02. Watulumpang. Sukapura. Kabupaten Probolinggo. Jawa Timur 67254. Indonesia,4.1,173489,336550,-7.885328,113.049557
54,56,Bromo Indah Lestari Homestay RedPartner,Hotel,Bromo Probolinggo,Jl. Bromo No.9. Wonokitri. Tosari. Pasuruan. Jawa Timur 67177. Indonesia,4.7,135000,241300,-7.893361,112.91164
55,57,Savana Guesthouse,Homestay,Bromo Probolinggo,Jl. Raya Bromo. Rombok. Wonokerto. Sukapura. Probolinggo. Jawa Timur 67254. Indonesia,Belum ada rating,286656,350001,-7.927001,113.0139
56,58,TENGGER HOMESTAY Bromo,Homestay,Bromo Probolinggo,TENGGER HOMESTAY Bromo Jl. Bromo. Wonokitri. Tosari. Pasuruan. Jawa Timur,4.0,231751,257500,-7.891235,112.911165
57,59,Ben Hill RedPartner,Hotel,Bromo Probolinggo,Jl. Ps. Sayur. Watulumpang. Sukapura. Probolinggo. Jawa Timur 67254,Belum ada rating,116944,285750,-7.885218,113.048967
58,60,Yeski Homestay at Desa Wisata Bromo,Hotel,Probolinggo,Jalan Podokoyo 1 no 1. Senogiri. Podokoyo. Tosari. Pasuruan. East Java 67177,Belum ada rating,154163,594360,-7.922659,112.908859
59,61,Sri Dewi Homestay RedPartner,Guest House,Bromo Probolinggo,Jl. Bromo Tosari No.69. Tlogosari. Tosari. Pasuruan. Jawa Timur,5.0,114797,228600,-7.87845,112.900116
60,62,Villa Wijayanti Bromo,Villa Privat,Bromo Probolinggo,jl.raya bromo. ponjol.wonokerto.sukapura.probolinggo.jawa timur,4.6,700000,700000,-7.922093,112.998201
61,63,Villa Tengger Asri 6 Gunung Bromo,Villa,Bromo Probolinggo,Jalan Raya Bromo,Belum ada rating,1097968,1097968,-7.916136983461709,112.9833303815501
62,64,Homestay Firdaus Bromo,Vacation Home Privat,Bromo Probolinggo,Jl. Ringgit. Desa Wonokerto. Kec. Sukapura. Bromo,Belum ada rating,700000,700000,-7.921711,112.997759
63,65,Anugrah Bromo Homestay at Desa Wisata Bromo,Vacation Home,Bromo Probolinggo,'Dusun Kertoanom' 'dusun kertoanom RT 02 RW 05 desa tosari. kecamatan tosari kabupaten pasuruan.',5.0,125703,144941,-7.879000186920166,112.89544677734376
64,66,Gebby Homestay Bromo RedPartner,Hotel,Bromo Probolinggo,Gebby Homestay Bromo. RT.01/RW.02. Tlogosari. Ledoksodo. Pasuruan. East Java. Indonesia,Belum ada rating,118416,222250,-7.884649,112.900188
65,67,Homestay Family Gunung Bromo,House,Bromo Probolinggo,Jalan Ringgit,Belum ada rating,878155,878155,-7.922258462022615,112.99908049826377
66,68,ROOM Hostel Banyuwangi,Guest House,Banyuwangi Banyuwangi,Jl. Simpang Cevilla II Kebalenan Kec. Banyuwangi Kab. Banyuwangi Jawa Timur,4.6,95000,189000,-8.234382,114.350873
67,69,OYO 1579 Kate'el Inn,Hotel,Banyuwangi Banyuwangi,Jl. Letjen S Parman No.26. Sobo. Kec. Banyuwangi. Kabupaten Banyuwangi. Jawa Timur 68418. Indonesia. Banyuwangi,4.2,160536,346758,-8.237258,114.357244
68,70,RedDoorz Syariah near UNTAG Banyuwangi 2,Guest House,Banyuwangi Banyuwangi,Jl. Letnan Sulaiman Gg. Ipeda 2 . Rt. 003 Rw. 002 Kelurahan Sobo - Banyuwangi,3.9,166750,175500,-8.231402,114.360947
69,71,RedDoorz Syariah near Mall Roxy Banyuwangi 2,Guest House,Banyuwangi Banyuwangi,Jl. Ikan Sadar No.3. Karangrejo. Kec. Banyuwangi. Kabupaten Banyuwangi. Jawa Timur 68411. Indonesia,4.0,174000,309400,-8.219624,114.374929
70,72,Samar Wulu Guest House Syariah RedPartner,Hotel,Bulusan Banyuwangi,Jl. Gatot Subroto. Lingkungan Tj.. Klatak. Kec. Kalipuro. Kabupaten Banyuwangi. Jawa Timur 68455. Indonesia,4.0,136912,224250,-8.15023,114.398038
71,73,SPOT ON 2022 Darman Family Residence,Hotel,Giri Banyuwangi,Perumahan Garuda Jalan Mawar Blok A 10. Krajan Satu. Boyolangu. Kec. Giri. Kabupaten Banyuwangi. Jawa Timur. Banyuwangi,4.0,79168,100000,-8.206221,114.350936
72,74,Berlian Abadi Hotel,Hotel,Kalipuro Banyuwangi,Jalan  Yos Sudarso No.165. Klatak. Kalipuro. Kabupaten Banyuwangi. Jawa Timur 68421,3.5,154000,363000,-8.174205,114.384193
73,75,RedDoorz Syariah Plus near Banyuwangi Airport,Guest House,Kabat Banyuwangi,Jajang Surat. Karangbendo. Kec. Rogojampi. Kabupaten Banyuwangi. Jawa Timur 68462,3.8,150822,330000,-8.298764,114.306839
74,76,RedDoorz near Pantai Boom,Hotel,Banyuwangi Banyuwangi,Jl. Sayu Wiwit No.50. Kp. Melayu. Kec. Banyuwangi. Kabupaten Banyuwangi. Jawa Timur 68412. Indonesia,3.5,131759,410550,-8.207871,114.376617
75,77,RedDoorz near Banyuwangi Kota Train Station,Guest House,Glagah Banyuwangi,Jl. Stasiun Karangasem. Lingkungan Krajan Rt. Bakungan. Kec. Glagah. Kabupaten Banyuwangi. Jawa Timur 68432,4.0,132000,339150,-8.223859,114.34055
76,78,Art Doorz Homestay Istana Gandrung,Hotel,Kabat Banyuwangi,Jl. Raya Jember No.KM. 7,4.1,200000,350000,-8.258543,114.336978
77,79,Majapahit Syariah,Guest House,Banyuwangi Banyuwangi,Jl. Majapahit No.30. Taman Baru. Kec. Banyuwangi. Kabupaten Banyuwangi. Jawa Timur,4.4,200000,200000,-8.227448,114.362691
78,80,Snooze Ijen,Hostel,Banyuwangi Banyuwangi,Jl. Borobudur 27. Banyuwangi,4.4,140000,259999,-8.222023,114.363614
79,81,Mango Tree Homestay,Hostel,Banyuwangi Banyuwangi,JL MH Thamrin gg mawar no 1 kelurahan pengantigan. kec/kab banyuwangi,Belum ada rating,69999,165000,-8.204479,114.366319
80,82,Urbanview Hotel Kumala Banyuwangi,Hotel,Banyuwangi Banyuwangi,Jl. Robert W Monginsidi No.6. Penganjuran. Kec. Banyuwangi. Kabupaten Banyuwangi. Jawa Timur 68416. Indonesia,4.0,163414,322920,-8.217948,114.370368
81,83,RedDoorz Syariah near UNTAG Banyuwangi,Guest House,Banyuwangi Banyuwangi,Jl. Adi Sucipto No.26. Taman Baru. Kec. Banyuwangi. Kabupaten Banyuwangi. Jawa Timur 68416. Indonesia,3.5,179400,187680,-8.229715,114.363345
82,84,Hotel Anugerah Bondowoso,Hotel,Bondowoso Bondowoso,Jl. Mayjen Sutoyo No.12. Lumbung. Dabasah. Kec. Bondowoso. Kabupaten Bondowoso. Jawa Timur,5.0,108550,276803,-7.916839,113.820668
83,85,Grand Hotel Bondowoso,Hotel,Bondowoso Bondowoso,Jl. KH. Agus Salim No.122. Lumbung. Blindungan. Kec. Bondowoso. Kabupaten Bondowoso. Jawa Timur. Indonesia,2.7,222955,245000,-7.910008,113.825685
84,86,EXPRESS O 91370 Rumah Pemandangan Semeru Asli,Hotel,Pronojiwo Lumajang,RW2X+2Q Pronojiwo. Lumajang Regency. East Java. Indonesia. Lumajang,Belum ada rating,58868,99999,-8.199937,112.949437
85,87,Omah guest house,Guest House,Pronojiwo Lumajang,Rt 4 rw 2 tamanayu pronojiwo lumajang,Belum ada rating,135000,135000,-8.213150024414062,112.94734954833984
86,88,Tumpaksewu Homestay,Vacation Home,Pronojiwo Lumajang,Krajan Sidomulyo. Pronojiwo. Kabupaten Lumajang. Jawa Timur. 67374 Sidomukti. Indonesia,5.0,350000,450000,-8.214465,112.923753
87,89,D'corner Tumpaksewu Homestay,Vacation Home,Pronojiwo Lumajang,Besuk cukit. RT.7/RW.12. Besukcukit. desa sidomulyo. Pronojiwo. Kabupaten Lumajang. Jawa Timur,5.0,175000,235000,-8.2328098,112.9277756
88,90,tumpak sewu guest House,Guest House,Pronojiwo Lumajang,67374,4.5,350000,350000,-8.230059623718262,112.9201431274414
89,91,OYO 942 Srikandi Hotel,Guest House,Pacitan Pacitan,Jalan Jendral Ahmad Yani A No.67. Caruban. Sidoharjo. Kec. Pacitan. Kabupaten Pacitan. Jawa Timur 63514. Indonesia. Kabupaten Pacitan,4.0,166805,428018,-8.1960413,111.0967754
90,92,OYO 1565 Hotel Homiko,Hotel,Pacitan Pacitan,Jl. Jend. Gatot Subroto No.13. Purwoharjo. Baleharjo. Kec. Pacitan.. Pacitan,3.8,99729,227440,-8.196225,111.106099
91,93,Penginapan Arsyana,Hotel,Pacitan Pacitan,Jl. Pramuka No.31. Balong. Sidoharjo. Kec. Pacitan. Kabupaten Pacitan. Jawa Timur. Pacitan,3.7,120000,299999,-8.217642,111.078794
92,94,RedDoorz @ Letjend S. Parman Pacitan,Guest House,Pacitan Pacitan,Jl. Letjend S. Parman No.7. Palihan. Pucangsewu. Kec. Pacitan. Kabupaten Pacitan. Jawa Timur 63511. Indonesia,4.3,152483,210263,-8.189838,111.099526
93,95,OYO 91201 Larasati Homestay Pantai Klayar,Hotel,Donorejo Pacitan,Jl. Pantai Klayar. Kendal. Sendang. Kec. Donorojo. Kabupaten Pacitan. Jawa Timur 63554. Indonesia,Belum ada rating,97784,97784,-8.223011,110.946959
94,96,Hotel Bundo Permai 1,Hotel,Pacitan Pacitan,Jl. Bunga Flamboyan No 04 Lingkungan Kwarasan Kelurahan Baleharjo,4.5,150000,150000,-8.202300071716309,111.10594940185548
95,97,RedDoorz Syariah @ Griya Soeratin Pacitan,Hotel,Pacitan Pacitan,Jl. KA. Posong No.1. Gemulung. Tanjungsari. Kec. Pacitan. Kabupaten Pacitan. Jawa Timur 63518. Indonesia,4.5,114425,253890,-8.194593,111.112619
96,98,OYO 1190 Griya Soeratin Residence Syariah,Hotel,Pacitan Pacitan,Jl. KA. Posong No.1. Gemulung. Tanjungsari. Pacitan 63518,3.8,144900,184016,-8.194578,111.112639
97,99,RedDoorz Syariah near Alun Alun Pacitan 2,Hotel,Pacitan Pacitan,Jl. Brigjend Katamso No.90 C. Gantung. Pacitan. Kec. Pacitan. Kabupaten Pacitan. Jawa Timur 63512. Indonesia,4.2,124358,210600,-8.187106,111.101914
98,101,Turu Hostel Syariah,Homestay,Pucang Banjarnegara,Remembe RT 03 RW 07. Pucang. Bawang. Banjarnegara,5.0,87273,152727,-7.401333,109.661466
99,102,RedDoorz Syariah near Komplek Candi Arjuna Dieng 2,Guest House,Banjarnegara,Jl. Telaga Warna No.168. Dieng. Kejajar. Kabupaten Wonosobo. Jawa Tengah 56354. Indonesia,4.6,148838,318623,-7.206518,109.911781
100,103,Tani Jiwo Hostel Dieng,Guest House,Banjarnegara,JL Raya Dieng Rt 03 /03 Dieng Kulon,4.0,101485,421800,-7.20293,109.903314
101,104,Homestay Merpati Dieng Syariah RedPartner,Hotel,Banjarnegara,Jl. Telaga Warna No.168. RT.003/RW.001. Dieng. wonosobo. Kabupaten Wonosobo. Jawa Tengah 56354. Indonesia,4.4,214713,326898,-7.206149,109.911612
102,105,Homestay Nakula Sadewa,Homestay,Banjarnegara,Jl. Telaga Warna RT 4 RW 1. Dieng. Kec. Kejajar. Kabupaten Wonosobo. Jawa Tengah,Belum ada rating,163764,300000,-7.207458,109.911926
103,106,Homestay Nakula Sadewa 2,Homestay,Banjarnegara,Jl. Telaga Warna RT 4 RW 1( depan SD Dieng ). Dieng. Kec. Kejajar. Kabupaten Wonosobo. Jawa Tengah,Belum ada rating,250000,250000,-7.209679,109.911688
104,107,Flamboyan Homestay 1 Dieng RedPartner,Hotel,Banjarnegara,Homestay Flamboyan Dieng. Jalan Dieng. RT.1/RW.1. Krajan. Dieng Kulon. Wonosobo Regency. Central Java. Indonesia,3.5,159000,236250,-7.203209,109.911061
105,108,Diekul Potato Homestay by Luxury Degree,Homestay,Pasurenan Banjarnegara,QWX4+JPF. Krajan. Dieng Kulon. Kec. Batur. Kab. Banjarnegara. Jawa Tengah,Belum ada rating,310000,320000,-7.210109,109.848466
106,109,Kurnia Pandawa Homestay Syariah by Luxury Degree,Homestay,Banjarnegara,Dieng Kulon RT 03 RW 03. Banjarnegara. Jawa Tengah. Indonesia. Banjarnegara,Belum ada rating,320000,320000,-7.202131,109.905225
107,110,Casablanca Family Syariah,Homestay,Banjarnegara,JL RAYA DIENG KULON RT 1 / RW 1 BATUR BANJARNEGARA JAWA TENGAH,5.0,207660,415423,-7.20257,109.909755
108,111,Tikako Cottage,Cottage,Banjarmangu Banjarnegara,Dusun I. Kalilunjar. Banjarmangu. Banjarnegara. Central Java,4.1,384000,384000,-7.331235,109.710535
109,112,RedDoorz Syariah near Alun Alun Kebumen,Hotel,Kebumen Kebumen,Jl. Kapten Piere Tendean No.15 A. Kepatihan. Kutosari. Kec. Kebumen. Kabupaten Kebumen. Jawa Tengah 54317. Indonesia,4.0,227588,240975,-7.666116,109.648014
110,113,Hotel Grand Putra Syariah,Hotel,Kebumen Kebumen,Jalan Pemuda No. 27. Dukuh. Kebumen. Kec. Kebumen. Kabupaten Kebumen. Jawa Tengah 54311. Indonesia,4.2,344999,344999,-7.672982,109.660952
111,114,RedDoorz near Stasiun Kebumen,Hotel,Kebumen Kebumen,Jl. Pemuda No.63. Kebumen Kidul. Kebumen. Kec. Kebumen. Kabupaten Kebumen. Jawa Tengah 54311. Indonesia,3.2,183048,348160,-7.675799,109.660526
112,115,Hotel Wisma CK,Hotel,Kebumen Kebumen,Jl. Cincin Kota No.8. Megabiru. Karangsari. Kec. Kebumen. Kabupaten Kebumen. Jawa Tengah,3.0,164095,245000,-7.663304,109.666484
113,116,RedDoorz near RSUD Kebumen 2,Hotel,Kebumen Kebumen,Jl. Depok Rejo No.7. RW.01. Ketraman. Adikarso. Kec. Kebumen. Kabupaten Kebumen. Jawa Tengah 54317. Indonesia,3.0,151068,227501,-7.69635,109.680139
114,117,Wisma Tulus Syariah Kebumen RedPartner,Guest House,Kebumen Kebumen,Jl. HM Sarbini No.4a. Kebumen. Bumirejo. Kec. Kebumen. Kabupaten Kebumen. Jawa Tengah 54316. Indonesia,3.5,176908,217350,-7.665201,109.651211
115,118,Bungalow Ungu Kebumen RedPartner,Cottage,Kebumen Kebumen,Jl. Lingkar Selatan No. 3 Muktisari Karangtengah. Karangtengah. Muktisari. Kec. Kebumen. Kabupaten Kebumen. No.3 Muktisari. Kecamatan Kebumen Kebumen. 54317 Kebumen. Indonesia,4.1,224229,565110,-7.694809,109.68467
116,119,Hotel Chandra Temanggung Syariah RedPartner,Hotel,Temanggung Temanggung,'Jalan Pahlawan' 'Jalan Pahlawan. No.27. Giyanti. Kecamatan Temanggung',2.6,81732,126349,-7.327539920806885,110.17962646484376
117,120,Dieng Kledung Pass Hotel & Restaurant,Hotel,Parakan Temanggung,Jl. Raya Wonosobo - Parakan Km 17,3.9,358000,358000,-7.341700077056885,110.03112030029295
118,121,Hotel Chandra Temanggung Syariah RedPartner,Hotel,Temanggung Temanggung,Jl. Pahlawan no. 27. RT 01. RW 05. Karangsari. Giyanti. Temanggung. Jawa Tengah,2.9,162500,234000,-7.32752,110.179422
119,122,TriDwi Homestay,Vacation Home,Parakan Temanggung,Karang Wetan. DS Mandisari. RT:04. RW:03. Parakan,3.7,180000,280000,-7.271669864654541,110.09707641601562
120,123,Umbrella Homestay,Homestay,Garungan Wonosobo,Jl. Dieng. Kuripan. Garung. Kabupaten Wonosobo. Jawa Tengah 56353. Indonesia,4.3,150000,250000,-7.284881,109.931674
121,124,RedDoorz near Alun Alun Wonosobo,Hotel,Wonosobo Wonosobo,Jl. Jenderal Ahmad Yani No.141. Wonosobo Timur. Wonosobo Tim.. Kec. Wonosobo. Kabupaten Wonosobo. Jawa Tengah,3.2,174825,255150,-7.368352,109.901285
122,125,RedDoorz @ Gerbang Dieng Plateau Area,Guest House,Kejajar Wonosobo,Jl. Dieng. Parikesit. Kejajar. Kabupaten Wonosobo. Jawa Tengah 56354. Indonesia,3.2,226380,226380,-7.216188,109.930053
123,126,KingKabba Guest House Wonosobo,Guest House,Wonosobo Wonosobo,jl. bumui godean no2 sarimulyo tawangsari,4.1,300000,350000,-7.381556,109.898199
124,127,Parama Hotel,Hotel,Wonosobo Wonosobo,Jl Achmad Yani No 112 Wonosobo Jawa Tengah,3.1,198000,248000,-7.366036,109.901509
125,128,Arjuna 2 Homestay Syariah Dieng,Hotel,Kejajar Wonosobo,Jl. Telaga Warna No.4/1. Dieng. Kejajar. Kabupaten Wonosobo. Jawa Tengah 56354. Indonesia,3.6,131225,320040,-7.209461,109.91213
